Component ID,Reference Designator,Part Name,Not mount on PCB,Symbol Name,Unnamed: 5
,reference,partName,noMount,SymbolName,
sht4.cmp4771,C0108,1267370010,YES,c_sym_1.smb,
sht4.cmp4758,C0109,1267370010,YES,c_sym_1.smb,
sht4.cmp4930,C0111,1267370010,YES,c_sym_1.smb,
sht4.cmp4932,C0112,1267370010,YES,c_sym_1.smb,
sht9.cmp628,C0113,1267370900,NO,c_sym_1.smb,
sht2.cmp627,C0114,1267370010,NO,c_sym_1.smb,
sht4.cmp3556,C0117,1267370010,YES,c_sym_1.smb,
sht4.cmp3549,C0118,1267370010,YES,c_sym_1.smb,
sht2.cmp376,C0119,1267370010,NO,c_sym_1.smb,
sht2.cmp351,C0120,1267370010,NO,c_sym_1.smb,
sht2.cmp352,C0121,1267370010,NO,c_sym_1.smb,
sht2.cmp349,C0122,1267370010,NO,c_sym_1.smb,
sht2.cmp350,C0123,1267370010,NO,c_sym_1.smb,
sht2.cmp370,C0124,1267370010,NO,c_sym_1.smb,
sht9.cmp474,C0125,1267370010,NO,c_sym_1.smb,
sht8.cmp9,C0126,1267370902,NO,c_sym_1.smb,
sht8.cmp437,C0127,1267370902,NO,c_sym_1.smb,
sht8.cmp464,C0128,1267370902,NO,c_sym_1.smb,
sht8.cmp492,C0129,1267370902,NO,c_sym_1.smb,
sht8.cmp496,C0130,1267370902,NO,c_sym_1.smb,
sht2.cmp371,C0137,1267370010,NO,c_sym_1.smb,
sht8.cmp524,C0138,1267370902,NO,c_sym_1.smb,
sht6.cmp2355,C0140,1267370010,NO,c_sym_1.smb,
sht18.cmp50,C0142,8909004939,NO,c_sym_1.smb,
sht1.cmp1500,C0143,1267370900,NO,c_sym_1.smb,
sht1.cmp1505,C0144,1267370900,NO,c_sym_1.smb,
sht1.cmp1504,C0145,1267370900,NO,c_sym_1.smb,
sht6.cmp2714,C0146,1267370010,NO,c_sym_1.smb,
sht1.cmp1370,C0147,1267370010,NO,c_sym_1.smb,
sht1.cmp2011,C0148A,1267370900,NO,c_sym_1.smb,
sht1.cmp2012,C0148B,1267370900,NO,c_sym_1.smb,
sht16.cmp3355,C0149,1267370010,NO,c_sym_1.smb,
sht14.cmp3418,C0150,1267370010,NO,c_sym_1.smb,
sht14.cmp3517,C0151,1267370010,NO,c_sym_1.smb,
sht12.cmp14,C0152,1267370010,NO,c_sym_1.smb,
sht3.cmp6,C0153,1267370010,NO,c_sym_1.smb,
sht1.cmp1815,C0154A,1267370900,NO,c_sym_1.smb,
sht1.cmp1818,C0154B,1267370900,NO,c_sym_1.smb,
sht12.cmp165,C0201,1267370010,NO,c_sym_1.smb,
sht12.cmp139,C0202,1267370010,NO,c_sym_1.smb,
sht2.cmp638,C0203,1267370010,NO,c_sym_1.smb,
sht12.cmp70,C0204,1267370010,NO,c_sym_1.smb,
sht16.cmp3174,C0205,1267370010,NO,c_sym_1.smb,
sht16.cmp3133,C0206,1267370010,NO,c_sym_1.smb,
sht17.cmp8360,C0208,1267370010,NO,c_sym_1.smb,
sht15.cmp2283,C0209,1267370010,NO,c_sym_1.smb,
sht15.cmp2281,C0210,1267370010,NO,c_sym_1.smb,
sht11.cmp3500,C0211,1267370010,NO,c_sym_1.smb,
sht11.cmp3503,C0212,1267370010,NO,c_sym_1.smb,
sht2.cmp629,C0213,1267370010,NO,c_sym_1.smb,
sht2.cmp631,C0216,1267370010,NO,c_sym_1.smb,
sht6.cmp2366,C0218,1267370010,NO,c_sym_1.smb,
sht9.cmp329,C0219,1267370902,NO,c_sym_1.smb,
sht2.cmp323,C0222,1267370010,NO,c_sym_1.smb,
sht2.cmp367,C0223,1267370010,NO,c_sym_1.smb,
sht4.cmp4839,C0225,1267370010,NO,c_sym_1.smb,
sht4.cmp4908,C0226,1267370010,YES,c_sym_1.smb,
sht4.cmp4909,C0227,1267370010,YES,c_sym_1.smb,
sht5.cmp2484,C0228,1267370010,YES,c_sym_1.smb,
sht5.cmp2475,C0229,1267370010,YES,c_sym_1.smb,
sht2.cmp682,C0230,1267370010,NO,c_sym_1.smb,
sht2.cmp635,C0234,1267370010,NO,c_sym_1.smb,
sht6.cmp2377,C0240,1267370010,NO,c_sym_1.smb,
sht9.cmp580,C0241,1267370010,NO,c_sym_1.smb,
sht6.cmp2410,C0242,1267370010,NO,c_sym_1.smb,
sht6.cmp2421,C0243,1267370010,NO,c_sym_1.smb,
sht6.cmp2432,C0244,1267370010,NO,c_sym_1.smb,
sht4.cmp4327,C0246,1267370010,YES,c_sym_1.smb,
sht2.cmp639,C0248,1267370010,NO,c_sym_1.smb,
sht4.cmp4354,C0252,1267370010,YES,c_sym_1.smb,
sht9.cmp353,C0255,1267370010,NO,c_sym_1.smb,
sht9.cmp371,C0256,1267370010,NO,c_sym_1.smb,
sht2.cmp643,C0257,1267370010,NO,c_sym_1.smb,
sht9.cmp434,C0258,1267370902,NO,c_sym_1.smb,
sht8.cmp541,C0259,1267370902,NO,c_sym_1.smb,
sht2.cmp426,C0260,1267370010,NO,c_sym_1.smb,
sht2.cmp438,C0261,1267370010,NO,c_sym_1.smb,
sht2.cmp464,C0263,1267370010,NO,c_sym_1.smb,
sht2.cmp372,C0264,1267370010,NO,c_sym_1.smb,
sht14.cmp3542,C0301,1267370010,NO,c_sym_1.smb,
sht12.cmp94,C0302,1267370010,NO,c_sym_1.smb,
sht11.cmp3900,C0303,1267370010,NO,c_sym_1.smb,
sht11.cmp4035,C0304,1267370010,NO,c_sym_1.smb,
sht15.cmp2352,C0305,1267370010,NO,c_sym_1.smb,
sht15.cmp2355,C0306,1267370010,NO,c_sym_1.smb,
sht2.cmp650,C0307,1267370010,NO,c_sym_1.smb,
sht2.cmp652,C0308,1267370010,NO,c_sym_1.smb,
sht2.cmp641,C0309,1267370010,NO,c_sym_1.smb,
sht15.cmp2342,C0313,1267370010,NO,c_sym_1.smb,
sht15.cmp2345,C0314,1267370010,NO,c_sym_1.smb,
sht14.cmp3859,C0317,1267370010,NO,c_sym_1.smb,
sht17.cmp8400,C0318,1267370010,NO,c_sym_1.smb,
sht14.cmp3905,C0321,1267370010,NO,c_sym_1.smb,
sht17.cmp8421,C0322,1267370010,NO,c_sym_1.smb,
sht2.cmp662,C0323,1267370010,NO,c_sym_1.smb,
sht9.cmp489,C0324,1267370010,NO,c_sym_1.smb,
sht5.cmp2470,C0325,1267370010,YES,c_sym_1.smb,
sht5.cmp2461,C0326,1267370010,YES,c_sym_1.smb,
sht4.cmp4798,C0327,1267370577,NO,c_sym_1.smb,
sht4.cmp4924,C0328,1267370010,YES,c_sym_1.smb,
sht4.cmp4925,C0329,1267370010,YES,c_sym_1.smb,
sht4.cmp4840,C0330,1267370577,YES,c_sym_1.smb,
sht5.cmp2703,C0331,1267370010,YES,c_sym_1.smb,
sht5.cmp2702,C0332,1267370010,YES,c_sym_1.smb,
sht4.cmp4916,C0333,1267370010,YES,c_sym_1.smb,
sht4.cmp4917,C0334,1267370010,YES,c_sym_1.smb,
sht6.cmp2496,C0340,1267370010,NO,c_sym_1.smb,
sht6.cmp2488,C0341,1267370010,NO,c_sym_1.smb,
sht2.cmp325,C0345,1267370010,NO,c_sym_1.smb,
sht2.cmp665,C0346,1267370010,NO,c_sym_1.smb,
sht2.cmp451,C0348,1267370010,NO,c_sym_1.smb,
sht9.cmp411,C0349,1267370902,NO,c_sym_1.smb,
sht2.cmp664,C0350,1267370010,NO,c_sym_1.smb,
sht2.cmp273,C0351,1267370010,NO,c_sym_1.smb,
sht2.cmp678,C0352,1267370010,NO,c_sym_1.smb,
sht2.cmp658,C0354,1267370010,NO,c_sym_1.smb,
sht6.cmp2637,C0356,1267370010,NO,c_sym_1.smb,
sht6.cmp2776,C0357,1267370010,NO,c_sym_1.smb,
sht2.cmp668,C0401,1267370010,NO,c_sym_1.smb,
sht11.cmp3468,C0402,1267370010,NO,c_sym_1.smb,
sht15.cmp2269,C0403,1267370010,NO,c_sym_1.smb,
sht15.cmp2270,C0404,1267370010,NO,c_sym_1.smb,
sht2.cmp669,C0405,1267370010,NO,c_sym_1.smb,
sht17.cmp8127,C0407,1267370010,NO,c_sym_1.smb,
sht17.cmp8215,C0408,1267370010,NO,c_sym_1.smb,
sht5.cmp2614,C0409,1267370010,YES,c_sym_1.smb,
sht5.cmp2611,C0410,1267370010,YES,c_sym_1.smb,
sht5.cmp2680,C0412,1267370010,YES,c_sym_1.smb,
sht5.cmp2679,C0413,1267370010,YES,c_sym_1.smb,
sht5.cmp2713,C0415,1267370010,YES,c_sym_1.smb,
sht5.cmp2712,C0418,1267370010,YES,c_sym_1.smb,
sht6.cmp2657,C0422,1267370010,NO,c_sym_1.smb,
sht8.cmp612,C0424,1267370902,NO,c_sym_1.smb,
sht8.cmp580,C0425,1267370902,NO,c_sym_1.smb,
sht2.cmp675,C0427,1267370010,NO,c_sym_1.smb,
sht2.cmp269,C0428,1267370010,NO,c_sym_1.smb,
sht2.cmp476,C0430,1267370010,NO,c_sym_1.smb,
sht2.cmp374,C0431,1267370010,NO,c_sym_1.smb,
sht2.cmp659,C0444,1267370010,NO,c_sym_1.smb,
sht1.cmp276,C0501,1267370010,NO,c_sym_1.smb,
sht1.cmp1867,C0502,1267370010,NO,c_sym_1.smb,
sht3.cmp337,C0504,1267370010,NO,c_sym_1.smb,
sht1.cmp1816,C0506A,1267370900,NO,c_sym_1.smb,
sht1.cmp1819,C0506B,1267370900,NO,c_sym_1.smb,
sht15.cmp1796,C0508,1267370010,NO,c_sym_1.smb,
sht12.cmp9,C0509,1267370010,NO,c_sym_1.smb,
sht6.cmp2661,C0510,1267370010,NO,c_sym_1.smb,
sht12.cmp29,C0512,1267370010,NO,c_sym_1.smb,
sht6.cmp2642,C0513,1267370010,NO,c_sym_1.smb,
sht4.cmp4890,C0515,1267370010,YES,c_sym_1.smb,
sht4.cmp4891,C0516,1267370010,YES,c_sym_1.smb,
sht8.cmp558,C0518,1267370902,NO,c_sym_1.smb,
sht2.cmp373,C0519,1267370010,NO,c_sym_1.smb,
sht1.cmp1515,C0522,1267370010,NO,c_sym_1.smb,
sht12.cmp61,C0524,1267370010,NO,c_sym_1.smb,
sht2.cmp673,C0525,1267370010,NO,c_sym_1.smb,
sht12.cmp53,C0527,1267370010,NO,c_sym_1.smb,
sht1.cmp1430,C0528,1267370010,NO,c_sym_1.smb,
sht12.cmp69,C0530,1267370010,NO,c_sym_1.smb,
sht2.cmp671,C0531,1267370010,NO,c_sym_1.smb,
sht5.cmp2697,C0601,1267370010,YES,c_sym_1.smb,
sht5.cmp2694,C0602,1267370010,YES,c_sym_1.smb,
sht4.cmp4894,C0603,1267370010,YES,c_sym_1.smb,
sht4.cmp4895,C0604,1267370010,YES,c_sym_1.smb,
sht5.cmp2552,C0605,1267370010,YES,c_sym_1.smb,
sht5.cmp2549,C0606,1267370010,YES,c_sym_1.smb,
sht5.cmp2637,C0607,1267370010,YES,c_sym_1.smb,
sht5.cmp2632,C0608,1267370010,YES,c_sym_1.smb,
sht4.cmp4317,C0610,1267370010,YES,c_sym_1.smb,
sht4.cmp4300,C0611,1267370010,YES,c_sym_1.smb,
sht2.cmp738,C0613,1267370010,NO,c_sym_1.smb,
sht5.cmp2498,C0615,1267370010,YES,c_sym_1.smb,
sht5.cmp2494,C0616,1267370010,YES,c_sym_1.smb,
sht2.cmp274,C0617,1267370010,NO,c_sym_1.smb,
sht6.cmp2635,C0618,1267370010,NO,c_sym_1.smb,
sht15.cmp2389,C0621,1267370010,NO,c_sym_1.smb,
sht15.cmp2387,C0622,1267370010,NO,c_sym_1.smb,
sht2.cmp737,C0624,1267370010,NO,c_sym_1.smb,
sht9.cmp648,C1100,1267370747,NO,c_sym_1.smb,
sht7.cmp3098,C1600,1267370682,NO,c_sym_1.smb,
sht9.cmp333,C1800,1267370907,NO,c_sym_1.smb,
sht2.cmp381,C1802,1267370906,YES,c_sym_1.smb,
sht2.cmp399,C1803,1267370906,YES,c_sym_1.smb,
sht9.cmp340,C1805,1267370007,NO,c_sym_1.smb,
sht9.cmp364,C1810,1267370907,YES,c_sym_1.smb,
sht2.cmp444,C1812,1267370906,YES,c_sym_1.smb,
sht2.cmp443,C1813,1267370906,YES,c_sym_1.smb,
sht9.cmp357,C1815,1267370007,YES,c_sym_1.smb,
sht9.cmp394,C1820,1267370907,YES,c_sym_1.smb,
sht2.cmp458,C1822,1267370906,NO,c_sym_1.smb,
sht2.cmp456,C1823,1267370906,NO,c_sym_1.smb,
sht9.cmp380,C1825,1267370007,YES,c_sym_1.smb,
sht9.cmp421,C1830,1267370907,NO,c_sym_1.smb,
sht2.cmp467,C1832,1267370906,NO,c_sym_1.smb,
sht2.cmp469,C1833,1267370906,NO,c_sym_1.smb,
sht9.cmp412,C1835,1267370007,NO,c_sym_1.smb,
sht9.cmp452,C1840,1267370907,NO,c_sym_1.smb,
sht9.cmp451,C1845,1267370007,NO,c_sym_1.smb,
sht9.cmp574,C1850,1267370907,YES,c_sym_1.smb,
sht9.cmp581,C1855,1267370007,YES,c_sym_1.smb,
sht9.cmp602,C1860,1267370907,YES,c_sym_1.smb,
sht9.cmp608,C1865,1267370007,YES,c_sym_1.smb,
sht9.cmp459,C2000,1267370011,NO,c_sym_1.smb,
sht9.cmp620,C2001,1267370011,YES,c_sym_1.smb,
sht8.cmp12,C2200,1267370907,NO,c_sym_1.smb,
sht8.cmp39,C2201,1267370007,NO,c_sym_1.smb,
sht8.cmp433,C2210,1267370907,NO,c_sym_1.smb,
sht8.cmp444,C2211,1267370007,NO,c_sym_1.smb,
sht8.cmp468,C2220,1267370907,NO,c_sym_1.smb,
sht8.cmp463,C2221,1267370007,NO,c_sym_1.smb,
sht8.cmp476,C2230,1267370907,NO,c_sym_1.smb,
sht8.cmp480,C2231,1267370007,NO,c_sym_1.smb,
sht8.cmp495,C2240,1267370907,NO,c_sym_1.smb,
sht8.cmp500,C2241,1267370007,NO,c_sym_1.smb,
sht8.cmp516,C2250,1267370907,NO,c_sym_1.smb,
sht8.cmp521,C2251,1267370007,NO,c_sym_1.smb,
sht8.cmp536,C2260,1267370907,NO,c_sym_1.smb,
sht8.cmp535,C2261,1267370007,NO,c_sym_1.smb,
sht8.cmp568,C2270,1267370907,NO,c_sym_1.smb,
sht8.cmp557,C2271,1267370007,NO,c_sym_1.smb,
sht8.cmp590,C2280,1267370907,NO,c_sym_1.smb,
sht8.cmp592,C2281,1267370007,NO,c_sym_1.smb,
sht8.cmp629,C2290,1267370907,NO,c_sym_1.smb,
sht8.cmp613,C2291,1267370007,NO,c_sym_1.smb,
sht1.cmp1345,C3000,1267370564,NO,c_sym_1.smb,
sht1.cmp1356,C3001,1267370844,NO,c_sym_1.smb,
sht1.cmp1494,C3002,1267362202,NO,c_sym_1.smb,
sht1.cmp1299,C3003,1267373304,NO,elko_sym_1.smb,
sht1.cmp1380,C3004,1267370844,YES,c_sym_1.smb,
sht1.cmp1383,C3005,1267370844,NO,c_sym_1.smb,
sht1.cmp1367,C3006,1267362202,YES,c_sym_1.smb,
sht1.cmp2035,C3009,1267373304,NO,elko_sym_1.smb,
sht1.cmp1342,C3010,1267370564,NO,c_sym_1.smb,
sht1.cmp1346,C3013,1267370760,NO,c_sym_1.smb,
sht1.cmp1425,C3019,1267370906,YES,c_sym_1.smb,
sht1.cmp1376,C3020,1267370594,NO,c_sym_1.smb,
sht1.cmp1462,C3021,1267370682,NO,c_sym_1.smb,
sht1.cmp1595,C3022A,1267362202,NO,c_sym_1.smb,
sht1.cmp1589,C3022B,1267362202,NO,c_sym_1.smb,
sht1.cmp1591,C3022C,1267362202,NO,c_sym_1.smb,
sht1.cmp1593,C3022D,1267362202,NO,c_sym_1.smb,
sht1.cmp1590,C3022E,1267362202,YES,c_sym_1.smb,
sht1.cmp1402,C3023,1267370008,YES,c_sym_1.smb,
sht1.cmp1388,C3025,1267370900,NO,c_sym_1.smb,
sht1.cmp1416,C3026,1267370767,NO,c_sym_1.smb,
sht1.cmp1387,C3027,1267370767,NO,c_sym_1.smb,
sht1.cmp1411,C3028,1267370028,NO,c_sym_1.smb,
sht1.cmp1472,C3029,1267370028,NO,c_sym_1.smb,
sht1.cmp1466,C3030,1267371304,NO,c_sym_1.smb,
sht1.cmp1395,C3031,1267370009,NO,c_sym_1.smb,
sht1.cmp1401,C3032,1267370670,NO,c_sym_1.smb,
sht1.cmp1359,C3034,1267370640,YES,c_sym_1.smb,
sht1.cmp1366,C3041,1267370564,NO,c_sym_1.smb,
sht1.cmp1439,C3043,1267370564,YES,c_sym_1.smb,
sht2.cmp183,C3050,1267370011,NO,c_sym_1.smb,
sht2.cmp249,C3051,1267371304,YES,c_sym_1.smb,
sht2.cmp166,C3052,1267370011,YES,c_sym_1.smb,
sht2.cmp188,C3053,1267371304,NO,c_sym_1.smb,
sht2.cmp204,C3054,1267370011,NO,c_sym_1.smb,
sht2.cmp229,C3055,1267371304,NO,c_sym_1.smb,
sht2.cmp302,C3056,1267371304,NO,c_sym_1.smb,
sht1.cmp1352,C3059,1267370682,NO,c_sym_1.smb,
sht2.cmp233,C3071,1267370564,NO,c_sym_1.smb,
sht2.cmp193,C3072,1267370564,NO,c_sym_1.smb,
sht2.cmp217,C3073,1267370564,NO,c_sym_1.smb,
sht2.cmp210,C3075,1267370747,YES,c_sym_1.smb,
sht2.cmp181,C3076,1267370747,YES,c_sym_1.smb,
sht2.cmp197,C3077,1267370747,YES,c_sym_1.smb,
sht1.cmp1351,C3080,1267370564,NO,c_sym_1.smb,
sht1.cmp1433,C3090,1267370900,NO,c_sym_1.smb,
sht2.cmp583,C3150,1267370564,NO,c_sym_1.smb,
sht2.cmp597,C3151,1267370607,NO,c_sym_1.smb,
sht2.cmp611,C3152,1267370011,NO,c_sym_1.smb,
sht2.cmp596,C3156,1267370831,NO,c_sym_1.smb,
sht2.cmp587,C3157,1267370831,NO,c_sym_1.smb,
sht2.cmp591,C3158,1267370831,NO,c_sym_1.smb,
sht2.cmp619,C3159,1267370564,NO,c_sym_1.smb,
sht3.cmp143,C3167,1267370007,YES,c_sym_1.smb,
sht3.cmp145,C3168,1267370007,YES,c_sym_1.smb,
sht4.cmp3565,C3170,1267370011,NO,c_sym_1.smb,
sht4.cmp3550,C3171,1267370010,YES,c_sym_1.smb,
sht3.cmp181,C3200,1267370564,YES,c_sym_1.smb,
sht3.cmp182,C3202,1267370527,YES,c_sym_1.smb,
sht1.cmp2023,C3430,1267370008,NO,c_sym_1.smb,
sht1.cmp1612,C3591,1267362202,NO,c_sym_1.smb,
sht1.cmp270,C3593A,1267373304,NO,elko_sym_1.smb,
sht1.cmp90,C3593B,1267373304,NO,elko_sym_1.smb,
sht1.cmp1615,C3594,1267362202,NO,c_sym_1.smb,
sht1.cmp1614,C3595,1267370564,NO,c_sym_1.smb,
sht1.cmp1613,C3600,1267362202,NO,c_sym_1.smb,
sht4.cmp3949,C4550,1267370011,NO,c_sym_1.smb,
sht4.cmp3956,C4552,1267370747,YES,c_sym_1.smb,
sht4.cmp3967,C4553,1267370010,YES,c_sym_1.smb,
sht4.cmp3988,C4554,1267370011,NO,c_sym_1.smb,
sht4.cmp4238,C4560,1267370011,NO,c_sym_1.smb,
sht4.cmp4242,C4562,1267370747,YES,c_sym_1.smb,
sht4.cmp4246,C4563,1267370010,YES,c_sym_1.smb,
sht4.cmp4262,C4564,1267370011,NO,c_sym_1.smb,
sht4.cmp4301,C4570,1267370011,NO,c_sym_1.smb,
sht4.cmp4316,C4572,1267370747,YES,c_sym_1.smb,
sht4.cmp4299,C4573,1267370010,YES,c_sym_1.smb,
sht4.cmp4278,C4574,1267370011,NO,c_sym_1.smb,
sht4.cmp4340,C4580,1267370011,NO,c_sym_1.smb,
sht4.cmp4337,C4582,1267370747,YES,c_sym_1.smb,
sht4.cmp4326,C4583,1267370010,NO,c_sym_1.smb,
sht4.cmp4357,C4584,1267370011,NO,c_sym_1.smb,
sht4.cmp4753,C4590,1267370011,NO,c_sym_1.smb,
sht4.cmp4760,C4592,1267370747,YES,c_sym_1.smb,
sht4.cmp4740,C4593,1267370010,NO,c_sym_1.smb,
sht4.cmp4749,C4594,1267370011,NO,c_sym_1.smb,
sht4.cmp4800,C4600,1267370564,YES,c_sym_1.smb,
sht4.cmp4784,C4601,1267370008,YES,c_sym_1.smb,
sht4.cmp4876,C4602,1267370749,NO,c_sym_1.smb,
sht4.cmp4791,C4605,1267370564,NO,c_sym_1.smb,
sht4.cmp4806,C4606,1267370008,NO,c_sym_1.smb,
sht5.cmp2465,C4610,1267370010,NO,c_sym_1.smb,
sht5.cmp2477,C4615,1267370010,NO,c_sym_1.smb,
sht5.cmp2497,C4620,1267370010,NO,c_sym_1.smb,
sht5.cmp2514,C4625,1267370010,NO,c_sym_1.smb,
sht18.cmp12,C4824,1267370527,YES,c_sym_1.smb,
sht18.cmp31,C4825,1267370640,YES,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2444,C5000,1267370029,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2297,C5001,1267370029,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2465,C5002,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2600,C5003,1267370640,YES,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2475,C5004,1267370650,YES,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2530,C5005,1267370650,YES,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2848,C5006,1267370011,NO,c_sym_2.smb,
sht10.cmp5389/sht1.cmp2850,C5007,1267370029,NO,c_sym_2.smb,
sht10.cmp5389/sht1.cmp2849,C5008,1267370011,NO,c_sym_2.smb,
sht10.cmp5389/sht1.cmp3457,C5009,1267370028,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2402,C5010,1267370029,YES,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2461,C5011,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2383,C5012,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2258,C5013,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2091,C5014,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2304,C5015,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2021,C5016,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2235,C5017,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2593,C5018,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2164,C5019,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2526,C5020,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2453,C5021,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2292,C5022,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2369,C5023,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2226,C5024,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2148,C5025,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2078,C5026,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2010,C5027,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp3320,C5028,1267370028,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2580,C5029,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2502,C5030,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2437,C5031,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2030,C5032,1267370011,YES,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3408,C5033,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3424,C5034,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3387,C5035,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3438,C5036,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3452,C5037,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3403,C5038,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3391,C5039,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3388,C5040,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3453,C5041,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3428,C5042,1267370011,YES,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3393,C5043,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3412,C5044,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3392,C5045,1267370011,NO,c_sym_1.smb,
